shipment_id,order_id,created_ts,origin_city,dest_city,hub_type,carrier,vehicle_type,status,distance_km,package_weight_kg,package_volume_cm3,promised_days,delivery_days,shipping_cost_ars,on_time,customer_rating,incident,seller_type,service_level,payment_method
SHP959246353552,ORD68610432053,2025-05-09 14:22:00,Quilmes,Florencio Varela,FULFILLMENT,Mercado Envíos,BIKE,DELIVERED,28.73,5.299,3801,2,2.0,1792.94,1.0,4.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP464615946806,ORD40808865457,2025-05-16 19:17:00,CABA,Ezeiza,FULFILLMENT,Mercado Envíos,TRUCK,IN_TRANSIT,,2.576,4352,2,,1709.83,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP356857115961,ORD84863410183,2025-03-04 14:54:00,La Plata,San Miguel,SORTING_CENTER,Mercado Envíos,MOTO,DELIVERED,96.66,1.127,4653,10,3.0,2432.69,1.0,3.7,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP111320477164,ORD75124451324,2025-05-19 11:29:00,Escobar,Pilar,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,6.64,2.132,1201,7,2.0,1007.32,1.0,5.0,NONE,PRO,ECONOMY,CREDIT_CARD
SHP192798524913,ORD35760062769,2025-03-22 07:52:00,Pilar,Hurlingham,FULFILLMENT,Mercado Envíos,TRUCK,RETURNED,29.88,1.384,1347,3,2.0,1577.28,,,ADDRESS_ISSUE,PRO,STANDARD,CREDIT_CARD
SHP096071300585,ORD83513963593,2026-01-27 00:04:00,CABA,Merlo,FULFILLMENT,Mercado Envíos,VAN,OUT_FOR_DELIVERY,79.81,1.187,2962,2,,2173.46,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP245833078094,ORD37868765643,2025-06-12 12:57:00,CABA,Lomas de Zamora,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,7.38,5.106,7942,1,1.0,1452.62,1.0,3.9,NONE,PARTICULAR,STANDARD,MERCADO_CREDITO
SHP568178564199,ORD31294210817,2026-02-23 01:21:00,San Isidro,San Martín,CROSS_DOCK,Mercado Envíos,VAN,DELIVERED,10.66,0.728,1856,3,2.0,938.59,1.0,4.2,NONE,PRO,STANDARD,CREDIT_CARD
SHP764225306108,ORD88037131878,2025-10-16 03:40:00,Pilar,Escobar,FULFILLMENT,OCA,MOTO,DELIVERED,23.19,0.98,16975,4,1.0,821.42,1.0,,NONE,PRO,ECONOMY,MERCADO_CREDITO
SHP005009999462,ORD14462427453,2026-01-14 14:02:00,Ezeiza,Florencio Varela,FULFILLMENT,Urbano,VAN,DELIVERED,55.08,6.875,7179,2,1.0,2314.95,1.0,4.4,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP783719452397,ORD84839942359,2025-09-18 12:32:00,Avellaneda,Lomas de Zamora,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,35.43,1.683,13994,1,1.0,1120.53,1.0,4.2,NONE,PARTICULAR,STANDARD,TRANSFER
SHP822221025358,ORD88126851882,2025-08-19 14:34:00,Lomas de Zamora,San Martín,CROSS_DOCK,Urbano,VAN,PICKED_UP,36.37,0.606,7067,10,,1591.7,,,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP268579456610,ORD72914924300,2025-02-10 01:08:00,Avellaneda,Ituzaingó,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,32.92,2.285,8760,1,4.0,1302.83,0.0,5.0,NONE,PRO,STANDARD,CASH
SHP095990841180,ORD52930986712,2025-01-28 02:21:00,San Isidro,Ituzaingó,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,56.04,1.589,1920,1,2.0,1740.05,0.0,5.0,NONE,PRO,NEXT_DAY,DEBIT_CARD
SHP442041209955,ORD86174002857,2025-05-15 13:20:00,Merlo, Ituzaingó,SORTING_CENTER,Mercado Envíos,TRUCK,DELIVERED,10.99,0.844,4507,3,3.0,426.21,1.0,5.0,ADDRESS_ISSUE,PARTICULAR,STANDARD,CREDIT_CARD
SHP487270195852,ORD51230474195,2025-07-20 08:23:00,San Miguel,Vicente López,FULFILLMENT,Flash,VAN,DELIVERED,22.66,1.939,4676,4,1.0,1133.96,1.0,4.7,NONE,PRO,STANDARD,CREDIT_CARD
SHP894054031395,ORD05214624609,2025-11-24 23:00:00,Avellanadaa,Quilmes,CROSS_DOCK,OCA,VAN,CREATED,52.71,1.252,5958,2,,1495.71,,,NONE,PARTICULAR,NEXT_DAY,CREDIT_CARD
SHP052048366228,ORD05595346920,2025-09-25 16:04:00,La Plata,San Isidro,DROP_OFF,Flash,TRUCK,IN_TRANSIT,9.91,1.526,2449,3,,1073.82,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP633083302313,ORD73767730581,2026-02-22 20:29:00,Morón,Ituzaingó,CROSS_DOCK,Correo Argentino,TRUCK,RETURNED,37.68,1.698,8952,4,1.0,1269.29,,,ADDRESS_ISSUE,PRO,STANDARD,CREDIT_CARD
SHP866042679390,ORD74668074201,2025-02-02 00:39:00,Avellaneda, San Miguel,CROSS_DOCK,OCA,VAN,CREATED,64.63,2.596,3058,7,,2170.54,,,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP058687499193,ORD09595271378,2025-02-17 08:19:00,Ituzaingó,La Plata,,Mercado Envíos,VAN,DELIVERED,30.81,1.125,1024,2,1.0,1349.19,1.0,,NONE,PARTICULAR,STANDARD,CASH
SHP339220011869,ORD31387839449,2026-02-11 11:46:00,La Plata,La Plata,DROP_OFF,Mercado Envíos,VAN,DELIVERED,15.78,2.532,4243,1,1.0,1005.13,1.0,5.0,NONE,PRO,NEXT_DAY,DEBIT_CARD
SHP467189894786,ORD58706853063,2025-03-03 20:25:00,Tigre,San Isidro,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,44.91,0.363,5536,2,2.0,1395.66,1.0,4.3,NONE,PRO,STANDARD,DEBIT_CARD
SHP473748230061,ORD64630839299,2025-08-04 17:51:00,Pilar,Ituzaingó,FULFILLMENT,Urbano,VAN,DELIVERED,100.03,1.901,7353,2,3.0,2512.68,0.0,4.0,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP623246726994,ORD06386916700,2025-10-20 16:33:00,Avellaneda,Berazategui,DROP_OFF,OCA,MOTO,DELIVERED,31.43,3.492,896,1,3.0,1666.31,0.0,4.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP042854830397,ORD73356693755,2025-04-09 08:29:00,Tigre,Lomas de Zamora,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,24.7,1.538,6190,1,2.0,1119.82,0.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP826134703449,ORD36217435224,2025-06-21 21:29:00,Avellaneda,Merlo,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,19.94,1.62,2726,2,1.0,1134.43,1.0,3.1,NONE,PARTICULAR,NEXT_DAY,MERCADO_CREDITO
SHP458749026616,ORD92941848406,2025-12-26 04:04:00,Tigre,Berazategui,FULFILLMENT,Urbano,TRUCK,DELIVERED,14.32,1.953,4777,2,1.0,947.33,1.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP197188991712,ORD83305887967,2025-08-02 04:21:00,Quilmes,San Isidro,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,22.78,1.15,3191,3,2.0,1280.03,1.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP455640738728,ORD51217053856,2025-02-04 22:21:00,Lomas de Zamora,Hurlingham,DROP_OFF,Flash,TRUCK,DELIVERED,17.01,0.821,2765,5,2.0,1081.71,1.0,5.0,NONE,PRO,SAME_DAY,CREDIT_CARD
SHP332188722947,ORD03975780964,2025-08-15 09:02:00,Ituzaingó,Lanús,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,29.81,4.218,3358,1,4.0,1651.32,0.0,3.7,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP330846013076,ORD63876194901,2025-04-11 22:54:00,San Isidro,San Isidro,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,47.25,0.834,3140,2,1.0,1398.18,1.0,5.0,NONE,PRO,ECONOMY,CASH
SHP505141345177,ORD11373988265,2025-05-11 00:33:00,Lomas de Zamora,Berazategui,FULFILLMENT,OCA,TRUCK,IN_SORTING,34.59,1.748,2839,7,,,,,NONE,PARTICULAR,STANDARD,MERCADO_CREDITO
SHP753542007879,ORD13551916768,2025-09-14 08:07:00,CABA,Vicente López,CROSS_DOCK,OCA,VAN,DELIVERED,84.64,3.397,7814,3,1.0,2703.55,1.0,3.6,NONE,PRO,STANDARD,CREDIT_CARD
SHP787449356371,ORD58006567464,2025-01-05 22:52:00,CABA,Avellaneda,FULFILLMENT,Andreani,MOTO,DELIVERED,25.67,0.635,2296,3,3.0,831.89,1.0,3.3,NONE,PRO,NEXT_DAY,CASH
SHP628922563039,ORD62948620044,2025-08-06 07:49:00,CABA,CABA,FULFILLMENT,Mercado Envíos,BIKE,CANCELLED,46.79,1.113,9226,1,2.0,1397.83,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP375391009836,ORD26377891353,2025-09-12 12:59:00,San Miguel,,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,85.2,1.163,2692,2,2.0,2310.85,1.0,5.0,NONE,PRO,ECONOMY,CREDIT_CARD
SHP086639078292,ORD42202362813,2026-02-02 04:53:00,Pilar,Lomas de Zamora,FULFILLMENT,Correo Argentino,VAN,DELIVERED,36.87,0.43,9437,2,2.0,1123.13,1.0,5.0,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP905740884074,ORD53745430959,2025-12-25 03:30:00,Avellaneda,Quilmes,CROSS_DOCK,Andreani,VAN,DELIVERED,37.29,1.654,5013,3,4.0,1512.99,0.0,3.4,NONE,PRO,STANDARD,CASH
SHP055748370408,ORD23048645848,2025-10-10 19:18:00,CABA,San Isidro,FULFILLMENT,Andreani,VAN,RETURNED,0.5,1.299,5695,3,1.0,700.49,,,ADDRESS_ISSUE,PRO,STANDARD,MERCADO_CREDITO
SHP442962200404,ORD77345150572,2026-01-28 16:22:00,San Isidro,Morón,FULFILLMENT,OCA,VAN,DELIVERED,18.8,1.117,3127,5,1.0,986.93,1.0,5.0,NONE,PRO,ECONOMY,MERCADO_CREDITO
SHP826600364790,ORD96193739715,2025-07-26 14:46:00,Vicente López,La Plata,FULFILLMENT,Mercado Envíos,TRUCK,IN_SORTING,26.25,1.762,1856,4,,1261.77,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP995000818614,ORD50134465361,2025-01-15 14:47:00,Hurlingham,Lomas de Zamora,FULFILLMENT,Mercado Envíos,VAN,IN_TRANSIT,41.28,0.549,2685,1,,1428.54,,,NONE,PRO,STANDARD,DEBIT_CARD
SHP536330238901,ORD97238572836,2025-12-12 06:18:00,La Plata,San Miguel,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,55.6,0.462,5358,1,3.0,1606.94,0.0,3.6,NONE,PARTICULAR,NEXT_DAY,CASH
SHP912574083651,ORD95776049775,2025-02-11 05:32:00,Avellaneda,Florencio Varela,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,23.07,0.704,1180,3,2.0,1095.75,1.0,4.6,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP094811057577,ORD75166816091,2026-01-15 23:31:00,Hurlingham,Vicente López,FULFILLMENT,Andreani,BIKE,PICKED_UP,73.04,1.408,3162,1,,2201.6,,,NONE,PRO,NEXT_DAY,DEBIT_CARD
SHP890338067303,ORD03164798701,2025-06-28 04:36:00,Pilar,Avellaneda,FULFILLMENT,Andreani,BIKE,RETURNED,8.67,0.418,13674,1,1.0,785.14,,,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP039753078481,ORD23653193377,2025-03-04 09:49:00,Lanús,Berazategui,CROSS_DOCK,MOTOMENSAJERIA,TRUCK,DELIVERED,31.52,1.344,2000,2,3.0,1248.18,0.0,4.5,NONE,PRO,STANDARD,CREDIT_CARD
SHP971735943739,ORD66612529222,2025-12-18 08:17:00,CABA,Merlo,CROSS_DOCK,OCA,BIKE,DELIVERED,47.45,1.214,7371,4,2.0,1437.27,1.0,3.8,NONE,PRO,ECONOMY,CREDIT_CARD
SHP035660593276,ORD73397216398,2025-08-19 23:34:00,CABA,Pilar,CROSS_DOCK,Mercado Envíos,VAN,DELIVERED,58.45,2.248,2068,7,3.0,2129.07,1.0,4.6,NONE,PARTICULAR,STANDARD,DEBIT_CARD
SHP353474293009,ORD98227342425,2025-08-29 01:16:00,CABA,Florencio Varela,DROP_OFF,Mercado Envíos,MOTO,DELIVERED,54.09,0.385,7433,10,2.0,1631.9,1.0,4.6,NONE,PRO,STANDARD,CREDIT_CARD
SHP080220236514,ORD96165265604,2025-02-21 06:58:00,caba,Morón,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,8.11,2.793,3441,10,1.0,1123.17,1.0,2.9,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP712101314566,ORD71705949841,2025-04-06 23:24:00,Hurlingham,Berazategui,SORTING_CENTER,Mercado Envíos,MOTO,DELIVERED,9.46,1.832,3737,4,1.0,1097.0,1.0,4.4,NONE,PRO,STANDARD,TRANSFER
SHP439032678080,ORD93690557991,2026-01-23 11:28:00,Hurlingham,San Martín,FULFILLMENT,Urbano,VAN,DELIVERED,17.83,0.636,5822,3,3.0,1004.33,1.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP117021619741,ORD81993499980,2025-08-10 10:08:00,CABA,San Miguel,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,17.89,1.727,1428,1,1.0,1186.21,1.0,5.0,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP490968436769,ORD51929549841,2026-02-11 23:20:00,Ciudad Autónoma de Buenos Aires,CABA,FULFILLMENT,Andreani,VAN,CREATED,78.24,1.597,2503,3,,2436.97,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP627795016059,ORD11421775718,2025-08-19 19:22:00,Avellaneda,Lanús,CROSS_DOCK,Mercado Envíos,MOTO,DELIVERED,9.14,0.834,12004,3,2.0,713.15,1.0,3.7,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP307575346557,ORD88506113222,2025-08-25 21:06:00,Ituzaingó,San Martín,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,96.13,1.488,5378,2,2.0,2428.1,1.0,4.5,NONE,PRO,STANDARD,CREDIT_CARD
SHP071182709328,ORD79370660134,2025-05-23 08:13:00,Ezeiza,lanus,SORTING_CENTER,OCA,BIKE,IN_TRANSIT,57.61,1.5,3073,1,,1735.19,,,NONE,PRO,NEXT_DAY,TRANSFER
SHP898479546961,ORD58731926211,2025-06-20 05:58:00,CABA,Pilar,FULFILLMENT,Mercado Envíos,BIKE,IN_TRANSIT,65.94,1.339,1816,7,,2151.61,,,NONE,PARTICULAR,STANDARD,DEBIT_CARD
SHP195438722931,ORD76454562278,2025-01-29 04:10:00,Morón,Pilar,FULFILLMENT,Mercado Envíos,TRUCK,CREATED,50.68,1.965,2179,2,,1620.3,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP493420844492,ORD04705055513,2025-02-05 13:11:00,Avellaneda,Morón,DROP_OFF,Mercado Envíos,TRUCK,DELIVERED,24.25,5.473,14756,4,4.0,1546.82,1.0,4.5,NONE,PRO,ECONOMY,TRANSFER
SHP657391363303,ORD51250584540,2025-01-13 04:37:00,Ituzaingó,Quilmes,SORTING_CENTER,Mercado Envíos,TRUCK,DELIVERED,143.08,1.198,11805,1,3.0,3155.53,0.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP676364614566,ORD48738750309,2025-06-09 02:50:00,Avellaneda,Avellaneda,FULFILLMENT,Mercado Envíos,MOTO,IN_SORTING,33.12,3.016,26031,7,,1706.82,,,NONE,PRO,STANDARD,DEBIT_CARD
SHP670807702468,ORD90904779649,2025-11-23 20:02:00,Lanús,Merlo,CROSS_DOCK,Urbano,VAN,DELIVERED,23.85,0.971,4125,3,1.0,1302.03,1.0,3.2,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP588173554099,ORD38936656315,2025-07-06 11:28:00,Quilmes,San Isidro,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,64.42,1.989,1791,7,1.0,2106.28,1.0,4.0,NONE,PRO,STANDARD,TRANSFER
SHP535415922537,ORD57200265582,2025-08-31 23:21:00,Ituzaingó,Escobar,DROP_OFF,Mercado Envíos,MOTO,IN_TRANSIT,60.71,1.007,5093,4,,1859.4,,,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP700554887221,ORD32971847802,2025-03-27 08:13:00,Tigre,Berazategui,CROSS_DOCK,Urbano,MOTO,DELIVERED,38.94,0.934,1528,2,4.0,1101.4,0.0,5.0,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP122603544279,ORD10570742280,2025-10-11 06:15:00,Quilmes,La Plata,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,26.05,0.702,10815,4,1.0,1001.47,1.0,5.0,NONE,PARTICULAR,SAME_DAY,
SHP144335185276,ORD52873563316,2025-03-07 04:37:00,Florencio Varela,Ezeiza,CROSS_DOCK,Andreani,VAN,CANCELLED,20.37,1.413,5001,2,1.0,831.95,,,NONE,PRO,STANDARD,CASH
SHP104501750041,ORD23098964499,2025-06-19 05:34:00,Ituzaingó,San Miguel,CROSS_DOCK,Mercado Envíos,VAN,CANCELLED,108.89,1.974,1945,2,3.0,2818.3,,,NONE,PRO,ECONOMY,CREDIT_CARD
SHP891063785446,ORD67341374837,2025-02-14 17:21:00,San Martín,Quilmes,FULFILLMENT,OCA,MOTO,DELIVERED,58.68,0.75,2872,1,1.0,1697.32,1.0,3.5,NONE,PRO,STANDARD,CREDIT_CARD
SHP966300795660,ORD89595122698,2025-03-03 04:59:00, Ituzaingó,La Plata,FULFILLMENT,Andreani,BIKE,DELIVERED,48.8,2.555,6460,1,2.0,1544.22,0.0,3.7,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP501059099421,ORD07126681775,2025-05-14 01:48:00,CABA,Vicente López,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,23.38,1.993,5070,2,3.0,,0.0,4.7,ADDRESS_ISSUE,PRO,STANDARD,CREDIT_CARD
SHP235210518594,ORD48390991942,2025-10-11 17:35:00,San Miguel,avellaneda,FULFILLMENT,Andreani,VAN,DELIVERED,46.93,4.082,3095,4,2.0,2295.83,1.0,4.5,NONE,PARTICULAR,STANDARD,CREDIT_CARD
SHP333456416643,ORD62957353254,2025-01-28 17:59:00,Escobar,,CROSS_DOCK,Andreani,TRUCK,IN_SORTING,37.0,1.455,9214,4,,1403.97,,,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP134449601669,ORD09489345212,2025-04-18 18:17:00,caba,Morón,SORTING_CENTER,Mercado Envíos,VAN,DELIVERED,104.63,1.557,1995,2,3.0,2642.07,0.0,4.5,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP515606080474,ORD95413384662,2025-02-13 07:26:00,Florencio Varela,Escobar,DROP_OFF,MOTOMENSAJERIA,TRUCK,DELIVERED,29.89,2.271,7675,5,2.0,1201.01,1.0,4.6,ADDRESS_ISSUE,PARTICULAR,NEXT_DAY,MERCADO_CREDITO
SHP635797427000,ORD89641717495,2025-12-06 08:11:00,Ezeiza,Ituzaingó,FULFILLMENT,Mercado Envíos,VAN,IN_TRANSIT,105.64,1.508,4645,10,,2766.2,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP033732170165,ORD60089674827,2025-10-13 10:00:00,Berazategui,San Miguel,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,45.57,2.868,4376,3,1.0,1931.41,1.0,4.8,NONE,PRO,STANDARD,CREDIT_CARD
SHP639038603771,ORD05366644050,2025-11-27 14:48:00,Quilmes,Vicente López,FULFILLMENT,Mercado Envíos,MOTO,IN_TRANSIT,29.38,0.647,2925,3,,1065.61,,,NONE,PARTICULAR,ECONOMY,CREDIT_CARD
SHP752068218266,ORD52908689101,2025-05-08 02:11:00,Pilar,San Martín,DROP_OFF,Mercado Envíos,MOTO,IN_TRANSIT,50.24,1.599,5262,7,,1926.72,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP425647526358,ORD15823345926,2025-12-14 13:25:00,Ituzaingó,Escobar,FULFILLMENT,Mercado Envíos,BIKE,DELIVERED,48.1,0.695,4397,10,2.0,1525.1,1.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP138908332395,ORD86870350014,2025-08-19 21:01:00,Lomas de Zamora,Merlo,DROP_OFF,Mercado Envíos,MOTO,DELIVERED,14.53,0.778,13501,2,2.0,794.77,1.0,5.0,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP465296294210,ORD47580502884,2025-07-09 22:59:00,Merlo,Lanús,DROP_OFF,MOTOMENSAJERIA,VAN,DELIVERED,66.14,0.536,1162,4,3.0,1558.81,1.0,5.0,NONE,PARTICULAR,ECONOMY,DEBIT_CARD
SHP394530584651,ORD00985093957,2025-08-13 04:09:00,Lomas de Zamora,Berazategui,CROSS_DOCK,Correo Argentino,VAN,DELIVERED,89.01,0.955,3664,5,2.0,2174.29,1.0,4.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP611795268751,ORD73012838371,2026-01-20 17:45:00,Lanús,Ituzaingó,CROSS_DOCK,Mercado Envíos,VAN,DELIVERED,29.03,1.78,11278,5,2.0,1218.81,1.0,3.5,NONE,PARTICULAR,STANDARD,DEBIT_CARD
SHP508741151028,ORD97590483793,2026-01-12 16:36:00,CABA,Merlo,FULFILLMENT,Mercado Envíos,MOTO,DELIVERED,9.56,2.819,2117,2,1.0,1039.37,1.0,5.0,NONE,PRO,STANDARD,DEBIT_CARD
SHP326638982564,ORD70294394660,2025-10-10 03:50:00,San Miguel,Quilmes,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,4.54,2.195,6613,2,2.0,973.24,1.0,5.0,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP206760501297,ORD67701767310,2025-05-01 13:47:00,La Plata,Pilar,FULFILLMENT,Mercado Envíos,VAN,RETURNED,34.02,1.226,1869,3,1.0,1482.43,,,NONE,PRO,NEXT_DAY,DEBIT_CARD
SHP313722025511,ORD33211454030,2025-04-26 18:33:00,San Martín,Lanus,FULFILLMENT,Mercado Envíos,MOTO,CANCELLED,11.45,1.963,4385,3,1.0,1334.26,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP991315524186,ORD53323099951,2025-08-21 06:43:00,San Martín,Ituzaingó,FULFILLMENT,Mercado Envíos,VAN,DELIVERED,30.03,2.656,2536,2,2.0,1419.17,1.0,2.8,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP750983795108,ORD31340444022,2025-09-16 03:10:00,CABA,Tigre,CROSS_DOCK,Mercado Envíos,VAN,DELIVERED,5.46,1.187,1059,1,3.0,852.05,0.0,4.7,NONE,PARTICULAR,,DEBIT_CARD
SHP608395102463,ORD65113936833,2025-12-25 23:24:00,Merlo,San Martín,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,22.98,0.839,3620,10,2.0,981.77,1.0,4.7,NONE,PRO,STANDARD,TRANSFER
SHP022166320307,ORD88913923992,2025-07-17 02:06:00,Avellaneda,Escobar,FULFILLMENT,Andreani,VAN,DELIVERED,140.71,2.032,3484,2,3.0,3270.45,0.0,3.3,NONE,PRO,STANDARD,DEBIT_CARD
SHP499780942319,ORD64523831555,2026-02-15 06:16:00,Quilmes,Ezeiza,FULFILLMENT,Mercado Envíos,MOTO,IN_TRANSIT,30.67,1.937,3807,2,,1523.9,,,NONE,PRO,STANDARD,CREDIT_CARD
SHP293215671662,ORD65947426874,2025-05-17 13:17:00,Pilar,Ezeiza,FULFILLMENT,Mercado Envíos,VAN,CREATED,42.78,1.967,2725,1,,1597.96,,,NONE,PRO,STANDARD,CASH
SHP483158691983,ORD46267709445,2025-11-14 09:34:00,Hurlingham,Florencio Varela,CROSS_DOCK,Flash,VAN,IN_TRANSIT,66.7,0.81,4011,2,,1930.54,,,NONE,PRO,NEXT_DAY,CASH
SHP691983809769,ORD96573856076,2025-06-14 03:59:00,Avellaneda,Morón,FULFILLMENT,Correo Argentino,TRUCK,DELIVERED,35.77,2.078,3178,1,2.0,1550.59,0.0,5.0,NONE,PRO,STANDARD,CREDIT_CARD
SHP916306851143,ORD36096379402,2025-08-13 17:41:00,Ezeiza,Quilmes,FULFILLMENT,Correo Argentino,VAN,IN_TRANSIT,39.71,4.501,4036,3,,2147.08,,,NONE,PRO,STANDARD,DEBIT_CARD
SHP356764305216,ORD55554375530,2025-11-03 04:38:00,CABA,Morón,SORTING_CENTER,Mercado Envíos,MOTO,PICKED_UP,7.49,1.415,1496,4,,998.73,,,NONE,PRO,NEXT_DAY,MERCADO_CREDITO
SHP417239661392,ORD14919134244,2025-08-22 19:34:00,Morón,La Plata,DROP_OFF,OCA,MOTO,CANCELLED,64.99,4.994,2946,2,2.0,2027.5,,,NONE,PRO,STANDARD,CASH
SHP425762014730,ORD46338186619,2025-06-21 09:29:00,CABA,Hurlingham,SORTING_CENTER,Urbano,TRUCK,DELIVERED,24.61,1.469,1654,4,1.0,1140.87,1.0,4.4,NONE,PRO,SAME_DAY,MERCADO_CREDITO
SHP243260397348,ORD21159241640,2025-06-01 11:27:00,Avellaneda,Capital Federal,CROSS_DOCK,Mercado Envíos,TRUCK,CREATED,76.11,0.91,10889,4,,2124.6,,,NONE,PARTICULAR,STANDARD,TRANSFER
SHP534263432076,ORD61537278018,2025-11-11 12:34:00,Ituzaingó,Florencio Varela,DROP_OFF,Mercado Envíos,VAN,DELIVERED,43.73,3.723,,2,3.0,1967.1,0.0,5.0,NONE,PARTICULAR,NEXT_DAY,CREDIT_CARD
SHP302378259133,ORD13428565653,2026-01-09 23:33:00,CABA,san martín,SORTING_CENTER,Andreani,TRUCK,DELIVERED,49.58,1.919,8750832,1,3.0,1567.55,0.0,2.9,NONE,PRO,STANDARD,CREDIT_CARD
SHP136800237185,ORD86872601131,2025-06-09 06:02:00,CABA,San Martín,FULFILLMENT,Correo Argentino,VAN,DELIVERED,15.4,1.346,3365,5,3.0,1115.21,1.0,3.6,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP992049752658,ORD65413166695,2025-04-06 02:53:00,Ituzaingó,Pilar,DROP_OFF,OCA,VAN,PICKED_UP,12.0,0.723,3429,3,,776.69,,,NONE,PRO,STANDARD,MERCADO_CREDITO
SHP126351267558,ORD41340301895,2025-08-21 14:14:00,San Martín,San Isidro,DROP_OFF,Mercado Envíos,VAN,DELIVERED,57.45,6.206,1014,1,3.0,2611.18,0.0,4.5,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP235322237911,ORD46484007225,2025-06-29 19:26:00,Berazategui,Merlo,FULFILLMENT,Mercado Envíos,VAN,IN_SORTING,7.19,2.63,1979,7,,1114.82,,,NONE,PRO,SAME_DAY,CREDIT_CARD
SHP853363185461,ORD14775117838,2025-04-23 04:16:00,Lomas de Zamora,Ezeiza,CROSS_DOCK,Correo Argentino,VAN,DELIVERED,21.44,3.173,2013,5,4.0,1734.4,1.0,4.9,NONE,PARTICULAR,NEXT_DAY,DEBIT_CARD
SHP986476736734,ORD07591872943,2025-11-14 01:39:00,Ciudad Autónoma de Buenos Aires,Avellaneda,FULFILLMENT,Andreani,VAN,DELIVERED,17.47,0.544,7325,5,1.0,638.37,1.0,3.9,NONE,PRO,NEXT_DAY,CREDIT_CARD
SHP153641924523,ORD84972853761,2025-02-21 08:06:00,lanus,Lanús,FULFILLMENT,Mercado Envíos,TRUCK,DELIVERED,52.46,4.228,3420,3,2.0,2187.68,1.0,,NONE,PARTICULAR,STANDARD,CREDIT_CARD
